IBI,1_1
GENS,1_1
SCOTI/N,1_1
SVI/1,1_1
QVOQVE,1_1
IN,1_1
PARS,1_1
ILLE,1_1
SEDES,1_1
PETO,1_1
NEQVE,1_1
IMPETRO,1_1
POSSVM/1,1_1
SVM/1,1_1
AVTEM,1_1
HIBERNIA/N,1_1
INSVLA,1_1
OMNIS,1_1
POST/2,1_1
BRITANNIA/N,1_1
MAXIMVS,1_1
AD/2,1_1
OCCIDENS,1_1
QVIDEM,1_1
BRITANNIA/N,1_1
SINO,1_1
SED,1_1
SICVT/1,1_1
CONTRA/2,1_1
AQVILO/N,1_1
IS,1_1
BREVIS,1_1
ITA,1_1
IN,1_1
MERIDIES,1_1
SVI/1,1_1
TRANS/2,1_1
ILLE,1_1
FINIS,1_1
PLVRIMVS,1_1
PROTENDO,1_1
VSQVE,1_1
CONTRA/2,1_1
HISPANIA/N,1_1
SEPTENTRIONALIS,1_1
QVAMVIS/1,1_1
MAGNVS,1_1
AEQVOR,1_1
INTERIACEO,1_1
PERVENIO,1_1
AD/2,1_1
HIC/1,1_1
ERGO/2,1_1
VSQVE,1_1
PERVENIO,1_1
NAVIGIVM,1_1
PICTI/N,1_1
VT/4,1_1
DICO/2,1_1
PETO,1_1
IN,1_1
IS,1_1
SVI/1,1_1
QVOQVE,1_1
SEDES,1_1
ET/2,1_1
HABITATIO,1_1
DONO,1_1
RESPONDEO,1_1
SCOTI/N,1_1
QVIA,1_1
NON,1_1
AMBO/2,1_1
IS,1_1
CAPIO/2,1_1
INSVLA,1_1
SED,1_1
POSSVM/1,1_1
INQVIO,1_1
SALVBER,1_1
TV,1_1
DO,1_1
CONSILIVM,1_1
QVI/1,1_1
AGO,1_1
VALEO,1_1
NOSCO,1_1
INSVLA,1_1
ALIVS,1_1
SVM/1,1_1
NON,1_1
PROCVL,1_1
AB,1_1
NOSTER,1_1
CONTRA/2,1_1
ORTVS,1_1
SOL,1_1
QVAM/1,1_1
SAEPE,1_1
LVCIDVS,1_1
DIES,1_1
DE,1_1
LONGE,1_1
ASPICIO,1_1
SOLEO,1_1
HIC/1,1_1
ADEO/1,1_1
SI/2,1_1
VOLO/3,1_1
HABITABILIS,1_1
TV,1_1
FACIO,1_1
VALEO,1_1
VEL/1,1_1
SIQVIS,1_1
RESTO,1_1
NOS,1_1
AVXILIARIVS,1_1
VTOR,1_1
ITAQVE,1_1
PETO,1_1
BRITANNIA/N,1_1
PICTI/N,1_1
HABITO,1_1
PER,1_1
SEPTENTRIONALIS,1_1
INSVLA,1_1
PARS,1_1
COEPIO,1_1
NAM,1_1
AVSTRINVS,1_1
BRITANNI/N,1_1
OCCVPO/2,1_1
CVMQVE,1_1
VXOR,1_1
PICTI/N,1_1
NON,1_1
HABEO,1_1
PETO,1_1
AB,1_1
SCOTI/N,1_1
IS,1_1
SOLVS,1_1
CONDICIO,1_1
DO,1_1
CONSENTIO,1_1
VT/4,1_1
VBI/1,1_1
RES,1_1
VENIO,1_1
IN,1_1
DVBIVM,1_1
MAGIS/2,1_1
DE,1_1
FEMINEVS,1_1
REX,1_1
PROSAPIA,1_1
QVAM/1,1_1
DE,1_1
MASCVLINVS,1_1
REX,1_1
SVI/1,1_1
ELIGO/3,1_1
QVI/1,1_1
VSQVE,1_1
HODIE,1_1
APVD,1_1
PICTI/N,1_1
CONSTO,1_1
SVM/1,1_1
SERVO,1_1
PROCEDO/1,1_1
AVTEM,1_1
TEMPVS/1,1_1
