,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
iste,2,0.1510574018126888,svpero,2,0.16515276630883566,virtvs,2,0.15661707126076743,regno,2,0.1736111111111111,membrvm,2,0.1644736842105263,migro,2,0.14619883040935672,offero,2,0.1596169193934557,patefacio,2,0.16286644951140067,divinvs/2,1,0.1006036217303823,saecvlaris,2,0.19212295869356388
dilectio,2,0.1510574018126888,peregrinvs/2,2,0.16515276630883566,appropinqvo,2,0.15661707126076743,edvco/2,2,0.1736111111111111,div,2,0.1644736842105263,interrogo,2,0.14619883040935672,silentivm,2,0.1596169193934557,sors,2,0.16286644951140067,venerabilis,1,0.1006036217303823,caro/1,2,0.19212295869356388
defvngor,2,0.1510574018126888,avfero,2,0.16515276630883566,patior,2,0.15661707126076743,introdvco,2,0.1736111111111111,svadeo,2,0.1644736842105263,perficio,2,0.14619883040935672,praetereo/1,2,0.1596169193934557,qvatvor,2,0.16286644951140067,papa,1,0.1006036217303823,transeo/1,2,0.19212295869356388
transfero,2,0.1510574018126888,appropinqvo,2,0.16515276630883566,animvs,2,0.15661707126076743,absolvo,2,0.1736111111111111,tandem,2,0.1644736842105263,prex,2,0.14619883040935672,devoto,2,0.1596169193934557,rogo,2,0.16286644951140067,video,1,0.1006036217303823,proficio,2,0.19212295869356388
saecvlaris,2,0.1510574018126888,oratio,2,0.16515276630883566,primo,2,0.15661707126076743,gavdeo,2,0.1736111111111111,consvlo,2,0.1644736842105263,contineo,2,0.14619883040935672,tandem,2,0.1596169193934557,tot,2,0.16286644951140067,vox,1,0.1006036217303823,actvs/3,2,0.19212295869356388
consvo,2,0.1510574018126888,doctrina,2,0.16515276630883566,gradvs,2,0.15661707126076743,svccedo/1,2,0.1736111111111111,sedeo,2,0.1644736842105263,necessitas,2,0.14619883040935672,ivstvs,2,0.1596169193934557,ingenivm,2,0.16286644951140067,alivs,1,0.1006036217303823,nego,2,0.19212295869356388
immo,2,0.1510574018126888,differo,2,0.16515276630883566,potestas,2,0.15661707126076743,tempestas,2,0.1736111111111111,monachvs,2,0.1644736842105263,clamo,2,0.14619883040935672,sentio,2,0.1596169193934557,pavper,2,0.16286644951140067,romanvs/a,1,0.1006036217303823,qvomodo/1,2,0.19212295869356388
fvngor,2,0.1510574018126888,dominicvs,2,0.16515276630883566,eatenvs,2,0.15661707126076743,similis,2,0.1736111111111111,fvga,2,0.1644736842105263,perimo,2,0.14619883040935672,sacrosanctvs,2,0.1596169193934557,reddo,2,0.16286644951140067,reverto,1,0.1006036217303823,sacramentvm,2,0.19212295869356388
propono,2,0.1510574018126888,dvco,2,0.16515276630883566,habitvs/1,2,0.15661707126076743,ablvo,2,0.1736111111111111,femina,2,0.1644736842105263,absolvo,2,0.14619883040935672,sapio,2,0.1596169193934557,benedictio,2,0.16286644951140067,consilivm,1,0.1006036217303823,ratio,2,0.19212295869356388
etenim,2,0.1510574018126888,parvvs/2,2,0.16515276630883566,iacto,2,0.15661707126076743,timor,2,0.1736111111111111,exhibeo,2,0.1644736842105263,svccedo/1,2,0.14619883040935672,cedo/1,2,0.1596169193934557,pereo/1,2,0.16286644951140067,itaqve,1,0.1006036217303823,laboro,2,0.19212295869356388
sors,2,0.1510574018126888,mors,2,0.16515276630883566,amor,2,0.15661707126076743,monstro,2,0.1736111111111111,consecro,2,0.1644736842105263,templvm,2,0.14619883040935672,abeo/1,2,0.1596169193934557,vestimentvm,2,0.16286644951140067,gratia,1,0.1006036217303823,dolor,2,0.19212295869356388
rogo,2,0.1510574018126888,qvodammodo,2,0.16515276630883566,intvs/2,2,0.15661707126076743,integer,2,0.1736111111111111,sagax,2,0.1644736842105263,pergo,2,0.14619883040935672,postmodvm,2,0.1596169193934557,celebratio,2,0.16286644951140067,opvs/1,1,0.1006036217303823,ingenivm,2,0.19212295869356388
anima,2,0.1510574018126888,decet,2,0.16515276630883566,tot,2,0.15661707126076743,immensvs,2,0.1736111111111111,donvm,2,0.1644736842105263,faveo,2,0.14619883040935672,conspicio,2,0.1596169193934557,resvrgo,2,0.16286644951140067,avstralis,1,0.1006036217303823,pereo/1,2,0.19212295869356388
pecvnia,2,0.1510574018126888,semper,2,0.16515276630883566,verax,2,0.15661707126076743,indicivm,2,0.1736111111111111,indico/1,2,0.1644736842105263,ablvo,2,0.14619883040935672,cresco,2,0.1596169193934557,silentivm,2,0.16286644951140067,frater,1,0.1006036217303823,mater,2,0.19212295869356388
ivdicivm,2,0.1510574018126888,cavsa,2,0.16515276630883566,reddo,2,0.15661707126076743,molestia,2,0.1736111111111111,cedo/1,2,0.1644736842105263,depono,2,0.14619883040935672,abbatissa,2,0.1596169193934557,error,2,0.16286644951140067,ago,1,0.1006036217303823,infidelis,2,0.19212295869356388
neqvaqvam,2,0.1510574018126888,lectio,2,0.16515276630883566,cerno,2,0.15661707126076743,cvlmen,2,0.1736111111111111,cogitatio,2,0.1644736842105263,ordo,2,0.14619883040935672,termino,2,0.1596169193934557,traho,2,0.16286644951140067,excipio,1,0.1006036217303823,perdvco,2,0.19212295869356388
dispono,2,0.1510574018126888,svccendo,2,0.16515276630883566,commendo,2,0.15661707126076743,defero,2,0.1736111111111111,qvod/1,2,0.1644736842105263,sabbatvm,2,0.14619883040935672,necesse,2,0.1596169193934557,canto,2,0.16286644951140067,sancio,1,0.1006036217303823,sacer,2,0.19212295869356388
clavdo/1,2,0.1510574018126888,amor,2,0.16515276630883566,pvgno,2,0.15661707126076743,incorrvptvs,2,0.1736111111111111,pridie,2,0.1644736842105263,passio,2,0.14619883040935672,limen,2,0.1596169193934557,accedo/1,2,0.16286644951140067,reperio,1,0.1006036217303823,vvltvs,2,0.19212295869356388
vestis,2,0.1510574018126888,qvomodo/1,2,0.16515276630883566,via,2,0.15661707126076743,morbvs,2,0.1736111111111111,praeparo/2,2,0.1644736842105263,sceptrvm,2,0.14619883040935672,stvdivm,1,0.07980845969672785,div,2,0.16286644951140067,certvs,1,0.1006036217303823,placeo,2,0.19212295869356388
praetereo/1,2,0.1510574018126888,intelligo,2,0.16515276630883566,membrvm,2,0.15661707126076743,gravo,2,0.1736111111111111,presbyter,1,0.08223684210526315,constitvo,2,0.14619883040935672,tvvs,1,0.07980845969672785,necessitas,2,0.16286644951140067,veritas,1,0.1006036217303823,adivvo,2,0.19212295869356388
traho,2,0.1510574018126888,resvrrectio,2,0.16515276630883566,contineo,2,0.15661707126076743,nomino,2,0.1736111111111111,nvper,1,0.08223684210526315,ideo,2,0.14619883040935672,sanctvs,1,0.07980845969672785,monachvs,2,0.16286644951140067,pono,1,0.1006036217303823,nvmqvam,2,0.19212295869356388
div,2,0.1510574018126888,ivvo,2,0.16515276630883566,praebeo,2,0.15661707126076743,provisio,2,0.1736111111111111,probo,1,0.08223684210526315,eximivs,2,0.14619883040935672,avditor,1,0.07980845969672785,defendo,2,0.16286644951140067,copiosvs,1,0.1006036217303823,sacro,2,0.19212295869356388
