,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
hora,2,0.13157894736842105,princeps/2,2,0.05808887598024978,tertivs,2,0.07895775759968417,primvs,2,0.07722007722007722,salvto,3,0.2054794520547945,reddo,2,0.06568144499178982,donec,2,0.07122507122507123,dvm/2,2,0.17873100983020554,clarvs,2,0.07132667617689016,nordanhymbri/n,2,0.16611295681063123
sex,2,0.13157894736842105,condignvs,2,0.05808887598024978,spativm,2,0.07895775759968417,resto,2,0.07722007722007722,qvod/1,3,0.2054794520547945,pereo/1,2,0.06568144499178982,antea,2,0.07122507122507123,converto,2,0.17873100983020554,intvs/2,2,0.07132667617689016,insvla,2,0.16611295681063123
ergo/2,2,0.13157894736842105,vicinia,2,0.05808887598024978,dvo,2,0.07895775759968417,eligo/3,2,0.07722007722007722,sacro,3,0.2054794520547945,neqvaqvam,2,0.06568144499178982,ritvs,2,0.07122507122507123,profero,2,0.17873100983020554,libero,2,0.07132667617689016,mando/2,2,0.16611295681063123
ambo/2,2,0.13157894736842105,gloriosvs,1,0.02904443799012489,dominvs,2,0.07895775759968417,vivo,2,0.07722007722007722,sanitas,3,0.2054794520547945,timeo,2,0.06568144499178982,praedico/3,2,0.07122507122507123,dvco,2,0.17873100983020554,vestimentvm,2,0.07132667617689016,sacerdos,2,0.16611295681063123
adeo/1,2,0.13157894736842105,presbyter,1,0.02904443799012489,christianvs/2,2,0.07895775759968417,dives,2,0.07722007722007722,desidero,2,0.136986301369863,socivs/2,2,0.06568144499178982,oratio,2,0.07122507122507123,devotio,2,0.17873100983020554,migro,2,0.07132667617689016,pervenio,2,0.16611295681063123
hodie,2,0.13157894736842105,prior,1,0.02904443799012489,mos,2,0.07895775759968417,imperivm,2,0.07722007722007722,sedvlvs,2,0.136986301369863,migro,2,0.06568144499178982,vigilia,2,0.07122507122507123,caro/1,2,0.17873100983020554,resvrgo,2,0.07132667617689016,recipero,2,0.16611295681063123
dvx,2,0.13157894736842105,probo,1,0.02904443799012489,servio,2,0.07895775759968417,aeternvs,2,0.07722007722007722,dignvs,2,0.136986301369863,ivs/1,2,0.06568144499178982,differo,2,0.07122507122507123,perdo,2,0.17873100983020554,agmen,2,0.07132667617689016,qvalis/1,2,0.16611295681063123
propter/2,2,0.13157894736842105,nvnc,1,0.02904443799012489,dominicvs,2,0.07895775759968417,vllvs,2,0.07722007722007722,cvro,2,0.136986301369863,vvltvs,2,0.06568144499178982,profero,2,0.07122507122507123,exemplvm,2,0.17873100983020554,traho,2,0.07132667617689016,condo,2,0.16611295681063123
dives,2,0.13157894736842105,meditor,1,0.02904443799012489,sermo,2,0.07895775759968417,peregrinvs/2,2,0.07722007722007722,provincia,2,0.136986301369863,praebeo,2,0.06568144499178982,cogito,2,0.07122507122507123,amor,2,0.17873100983020554,div,2,0.07132667617689016,innvmervs,2,0.16611295681063123
spativm,2,0.13157894736842105,stvdivm,1,0.02904443799012489,parvvs/2,2,0.07895775759968417,misericordia,2,0.07722007722007722,littera,2,0.136986301369863,devoto,2,0.06568144499178982,iacto,2,0.07122507122507123,lvx,2,0.17873100983020554,tandem,2,0.07132667617689016,reperio,2,0.16611295681063123
flvmen,2,0.13157894736842105,amplector,1,0.02904443799012489,devotio,2,0.07895775759968417,morior,2,0.07722007722007722,traditio,2,0.136986301369863,sentio,2,0.06568144499178982,qvodammodo,2,0.07122507122507123,nescio,2,0.17873100983020554,tollo,2,0.07132667617689016,siqvis,2,0.16611295681063123
magnitvdo,2,0.13157894736842105,religiosvs,1,0.02904443799012489,saecvlvm,2,0.07895775759968417,doctrina,2,0.07722007722007722,videlicet,2,0.136986301369863,sacrosanctvs,2,0.06568144499178982,nihil,2,0.07122507122507123,hvmilis,2,0.17873100983020554,filia,2,0.07132667617689016,natio/1,2,0.16611295681063123
familia,2,0.13157894736842105,dignvs,1,0.02904443799012489,cogito,2,0.07895775759968417,miracvlvm,2,0.07722007722007722,invenio,2,0.136986301369863,sapio,2,0.06568144499178982,seqvor,2,0.07122507122507123,via,2,0.17873100983020554,svbeo/1,2,0.07132667617689016,singvlvs,2,0.16611295681063123
interpres,2,0.13157894736842105,memoro,1,0.02904443799012489,caro/1,2,0.07895775759968417,doctor,2,0.07722007722007722,praefor,2,0.136986301369863,cedo/1,2,0.06568144499178982,exemplvm,2,0.07122507122507123,aio,2,0.17873100983020554,examino,2,0.07132667617689016,incola,2,0.16611295681063123
obtempero,2,0.13157894736842105,avctoritas,1,0.02904443799012489,mors,2,0.07895775759968417,debeo,2,0.07722007722007722,affero,2,0.136986301369863,festino,2,0.06568144499178982,manifestvs,2,0.07122507122507123,minister/1,2,0.17873100983020554,exhibeo,2,0.07132667617689016,qvidam,2,0.16611295681063123
comes,2,0.13157894736842105,scribo,1,0.02904443799012489,qvodammodo,2,0.07895775759968417,defvngor,2,0.07722007722007722,colligo/3,2,0.136986301369863,qvaero,2,0.06568144499178982,lvx,2,0.07122507122507123,perficio,2,0.17873100983020554,consecro,2,0.07132667617689016,aetas,2,0.16611295681063123
praedico/2,2,0.13157894736842105,abba,1,0.02904443799012489,nihil,2,0.07895775759968417,pontificatvs,2,0.07722007722007722,olim,2,0.136986301369863,templvm,2,0.06568144499178982,clarvs,2,0.07122507122507123,pascha,2,0.17873100983020554,infero,2,0.07132667617689016,recipio,2,0.16611295681063123
oro,2,0.13157894736842105,revereor,1,0.02904443799012489,siqvidem,2,0.07895775759968417,devotio,2,0.07722007722007722,monasterivm,2,0.136986301369863,sacro,2,0.06568144499178982,moveo,2,0.07122507122507123,observo,2,0.17873100983020554,absolvo,2,0.07132667617689016,sex,2,0.16611295681063123
converto,2,0.13157894736842105,beatvs,1,0.02904443799012489,laboro,2,0.07895775759968417,saecvlaris,2,0.07722007722007722,infirmitas,2,0.136986301369863,pergo,2,0.06568144499178982,perdvco,2,0.07122507122507123,consvlo,2,0.17873100983020554,divinitvs,2,0.07132667617689016,lingva,2,0.16611295681063123
gradvs,2,0.13157894736842105,discipvlvs,1,0.02904443799012489,patefacio,2,0.07895775759968417,amo,2,0.07722007722007722,britannia/n,2,0.136986301369863,vicvs,2,0.06568144499178982,silentivm,2,0.07122507122507123,monachvs,2,0.17873100983020554,qvisqvam,2,0.07132667617689016,facio,2,0.16611295681063123
dominicvs,2,0.13157894736842105,vox,1,0.02904443799012489,ingenivm,2,0.07895775759968417,homo,2,0.07722007722007722,longvs,2,0.136986301369863,qvisqvam,2,0.06568144499178982,traho,2,0.07122507122507123,vtilitas,2,0.17873100983020554,strenvvs,2,0.07132667617689016,peto,2,0.16611295681063123
potestas,2,0.13157894736842105,venio,1,0.02904443799012489,benedictio,2,0.07895775759968417,negotivm,2,0.07722007722007722,civitas,2,0.136986301369863,mentio/1,2,0.06568144499178982,invicem,2,0.07122507122507123,pridie,2,0.17873100983020554,monstro,2,0.07132667617689016,ergo/2,2,0.16611295681063123
dignitas,2,0.13157894736842105,alivs,1,0.02904443799012489,pertineo,2,0.07895775759968417,gravis,2,0.07722007722007722,genvs/1,2,0.136986301369863,veneror,2,0.06568144499178982,spero,2,0.07122507122507123,oswald/n1,2,0.17873100983020554,molestia,2,0.07132667617689016,potivs,2,0.16611295681063123
repente,2,0.13157894736842105,reverto,1,0.02904443799012489,signvm,2,0.07895775759968417,intentio,2,0.07722007722007722,copiosvs,2,0.136986301369863,finio,2,0.06568144499178982,sospes,2,0.07122507122507123,alicvbi,2,0.17873100983020554,depono,2,0.07132667617689016,talis,2,0.16611295681063123
proficio,2,0.13157894736842105,consilivm,1,0.02904443799012489,perdvco,2,0.07895775759968417,conversatio,2,0.07722007722007722,redeo/1,2,0.136986301369863,solvo,2,0.06568144499178982,sapio,2,0.07122507122507123,presbyter,1,0.08936550491510277,excito/1,2,0.07132667617689016,dives,2,0.16611295681063123
gravis,2,0.13157894736842105,deniqve,1,0.02904443799012489,impleo,2,0.07895775759968417,propono,2,0.07722007722007722,commvnis,2,0.136986301369863,nomino,2,0.06568144499178982,appareo,2,0.07122507122507123,nvper,1,0.08936550491510277,defero,2,0.07132667617689016,caelvm/1,2,0.16611295681063123
svccendo,2,0.13157894736842105,opvs/1,1,0.02904443799012489,addvco,2,0.07895775759968417,nego,2,0.07722007722007722,incipio,2,0.136986301369863,emendo,2,0.06568144499178982,edvco/2,2,0.07122507122507123,prior,1,0.08936550491510277,incorrvptvs,2,0.07132667617689016,mos,2,0.16611295681063123
amor,2,0.13157894736842105,ministerivm,1,0.02904443799012489,consvlo,2,0.07895775759968417,ingenivm,2,0.07722007722007722,aspicio,2,0.136986301369863,vestigivm,2,0.06568144499178982,nvmqvam,2,0.07122507122507123,nvnc,1,0.08936550491510277,soror,2,0.07132667617689016,oro,2,0.16611295681063123
ivvo,2,0.13157894736842105,recipero,1,0.02904443799012489,clamo,2,0.07895775759968417,perdvco,2,0.07722007722007722,qvin/1,2,0.136986301369863,princeps/2,2,0.06568144499178982,infero,2,0.07122507122507123,stvdivm,1,0.08936550491510277,termino,2,0.07132667617689016,congrvvs,2,0.16611295681063123
natvra,2,0.13157894736842105,scio,1,0.02904443799012489,sentio,2,0.07895775759968417,clavdo/1,2,0.07722007722007722,potivs,2,0.136986301369863,provisio,2,0.06568144499178982,mereo,2,0.07122507122507123,avdio,1,0.08936550491510277,tametsi,2,0.07132667617689016,sermo,2,0.16611295681063123
