,Topic1,,,Topic2,,,Topic3,,,Topic4,,,Topic5,,,Topic6,,,Topic7,,,Topic8,,,Topic9,,,Topic10,,,Topic11,,,Topic12,,,Topic13,,,Topic14,,,Topic15,,,Topic16,,,Topic17,,,Topic18,,,Topic19,,,Topic20,
Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage,Word,Count,Percentage
benedictio,2,0.36496350364963503,primvs,2,0.3418803418803419,coepio,2,0.3448275862068966,caelestis,2,0.3738317757009346,frater,2,0.37243947858473,hinc,2,0.273972602739726,credo,2,0.3144654088050315,nihil,2,0.3424657534246575,potestas,2,0.3502626970227671,nvmervs,2,0.34305317324185247,sedes,2,0.315955766192733,nobilis/2,2,0.31695721077654515,sicvt/1,2,0.3284072249589491,baptizo,2,0.33444816053511706,praeter/2,2,0.29895366218236175,redeo/1,2,0.33783783783783783,manifestvs,2,0.3401360544217687,gavdivm,2,0.3508771929824561,doctrina,2,0.33783783783783783,lingva,2,0.2886002886002886
pax,2,0.36496350364963503,accipio,2,0.3418803418803419,res,2,0.3448275862068966,honor,2,0.3738317757009346,antistes,2,0.37243947858473,opvs/1,2,0.273972602739726,maximvs,2,0.3144654088050315,cavsa,2,0.3424657534246575,repente,2,0.3502626970227671,confiteor,2,0.34305317324185247,respondeo,2,0.315955766192733,redeo/1,2,0.31695721077654515,adeo/1,2,0.3284072249589491,qvasi/1,2,0.33444816053511706,iaceo,2,0.29895366218236175,ingredior,2,0.33783783783783783,creber,2,0.3401360544217687,vllvs,2,0.3508771929824561,dvm/2,2,0.33783783783783783,scoti/n,2,0.2886002886002886
alter,2,0.36496350364963503,fero,2,0.3418803418803419,spativm,2,0.3448275862068966,doctor,2,0.3738317757009346,innvmervs,2,0.37243947858473,frater,2,0.273972602739726,ivmentvm,2,0.3144654088050315,lectio,2,0.3424657534246575,porto,2,0.3502626970227671,finis,2,0.34305317324185247,habito,2,0.315955766192733,contra/2,2,0.31695721077654515,totvs,2,0.3284072249589491,defvngor,2,0.33444816053511706,eligo/3,2,0.29895366218236175,peto,2,0.33783783783783783,hostis,2,0.3401360544217687,necessarivs/2,2,0.3508771929824561,qvasi/1,2,0.33783783783783783,qvamvis/1,2,0.2886002886002886
vestis,2,0.36496350364963503,dono,2,0.3418803418803419,aeternvs,2,0.3448275862068966,annvs,2,0.3738317757009346,reperio,2,0.37243947858473,fidelis/2,2,0.273972602739726,flvvivs,2,0.3144654088050315,siqvidem,2,0.3424657534246575,nihil,2,0.3502626970227671,intro/1,2,0.34305317324185247,coepio,2,0.315955766192733,lingva,2,0.31695721077654515,dives,2,0.3284072249589491,amo,2,0.33444816053511706,ferme,2,0.29895366218236175,ergo/2,2,0.33783783783783783,timeo,2,0.3401360544217687,donec,2,0.3508771929824561,dominicvs,2,0.33783783783783783,volo/3,2,0.2886002886002886
agmen,2,0.36496350364963503,cvmqve,2,0.3418803418803419,avfero,2,0.3448275862068966,cogito,2,0.3738317757009346,mevs,2,0.37243947858473,scio,2,0.273972602739726,mvltvm/2,2,0.3144654088050315,qvantvs/1,2,0.3424657534246575,seqvor,2,0.3502626970227671,qvamvis/1,2,0.34305317324185247,secerno,2,0.315955766192733,adeo/1,2,0.31695721077654515,aeternvs,2,0.3284072249589491,qvodammodo,2,0.33444816053511706,svpervenio,2,0.29895366218236175,dono,2,0.33783783783783783,alter,2,0.3401360544217687,ivbeo,2,0.3508771929824561,gravis,2,0.33783783783783783,potivs,2,0.2886002886002886
perficio,2,0.36496350364963503,potivs,2,0.3418803418803419,sperno,2,0.3448275862068966,praemivm,2,0.3738317757009346,saepe,2,0.37243947858473,obsecro,2,0.273972602739726,inclvdo,2,0.3144654088050315,svscipio,2,0.3424657534246575,exemplvm,2,0.3502626970227671,magnvs,2,0.34305317324185247,dvo,2,0.315955766192733,habito,2,0.31695721077654515,maneo,2,0.3284072249589491,lectio,2,0.33444816053511706,commvnico,2,0.29895366218236175,capvt,2,0.33783783783783783,teneo,2,0.3401360544217687,avfero,2,0.3508771929824561,qvomodo/1,2,0.33783783783783783,mitto,2,0.2886002886002886
regno,2,0.36496350364963503,dives,2,0.3418803418803419,oro,2,0.3448275862068966,gravis,2,0.3738317757009346,credo,2,0.37243947858473,qvondam,2,0.273972602739726,recipio,2,0.3144654088050315,ivs/1,2,0.3424657534246575,etenim,2,0.3502626970227671,ergo/2,2,0.34305317324185247,svpervenio,2,0.315955766192733,spativm,2,0.31695721077654515,ministro,2,0.3284072249589491,intelligo,2,0.33444816053511706,nolo,2,0.29895366218236175,ibidem,2,0.33783783783783783,interrogo,2,0.3401360544217687,patior,2,0.3508771929824561,rogo,2,0.33783783783783783,crvx,2,0.2886002886002886
statim,2,0.36496350364963503,mitto,2,0.3418803418803419,dominicvs,2,0.3448275862068966,propono,2,0.3738317757009346,nvllvs,2,0.37243947858473,nvllvs,2,0.273972602739726,ardeo,2,0.3144654088050315,praetereo/1,2,0.3424657534246575,dolor,2,0.3502626970227671,dono,2,0.34305317324185247,nolo,2,0.315955766192733,familia,2,0.31695721077654515,domvs,2,0.3284072249589491,opera,2,0.33444816053511706,mos,2,0.29895366218236175,appropinqvo,2,0.33783783783783783,traho,2,0.3401360544217687,baptizo,2,0.3508771929824561,barbarvs/2,2,0.33783783783783783,praedico/3,2,0.2886002886002886
edvco/2,2,0.36496350364963503,vllvs,2,0.3418803418803419,gero,2,0.3448275862068966,spiritvs,2,0.3738317757009346,qvia,2,0.37243947858473,nox,2,0.273972602739726,ferrvm,2,0.3144654088050315,oportet,2,0.3424657534246575,infidelis,2,0.3502626970227671,coepio,2,0.34305317324185247,misericordia,2,0.315955766192733,mitto,2,0.31695721077654515,praedico/3,2,0.3284072249589491,pvgno,2,0.33444816053511706,misericordia,2,0.29895366218236175,transfero,2,0.33783783783783783,accedo/1,2,0.3401360544217687,regina,2,0.3508771929824561,celebro,2,0.33783783783783783,animvs,2,0.2886002886002886
infero,2,0.36496350364963503,religio,2,0.3418803418803419,parvvs/2,2,0.3448275862068966,lvx,2,0.3738317757009346,lingva,2,0.37243947858473,lingva,2,0.273972602739726,nobilis/2,2,0.3144654088050315,div,2,0.3424657534246575,aio,2,0.3502626970227671,consentio,2,0.34305317324185247,dvm/2,2,0.315955766192733,ibidem,2,0.31695721077654515,relinqvo,2,0.3284072249589491,kalendae,2,0.33444816053511706,convenio,2,0.29895366218236175,eatenvs,2,0.33783783783783783,div,2,0.3401360544217687,congrvvs,2,0.3508771929824561,sepelio,2,0.33783783783783783,caelestis,2,0.2886002886002886
mereo,2,0.36496350364963503,domvs,2,0.3418803418803419,saecvlaris,2,0.3448275862068966,rogo,2,0.3738317757009346,peto,2,0.37243947858473,scientia,2,0.273972602739726,medivs,2,0.3144654088050315,clamo,2,0.3424657534246575,contineo,2,0.3502626970227671,dives,2,0.34305317324185247,dominicvs,2,0.315955766192733,comes,2,0.31695721077654515,appropinqvo,2,0.3284072249589491,pergo,2,0.33444816053511706,miracvlvm,2,0.29895366218236175,dignitas,2,0.33783783783783783,examino,2,0.3401360544217687,annvs,2,0.3508771929824561,sepvlcrvm,2,0.33783783783783783,dvm/2,2,0.2886002886002886
exeo/1,2,0.36496350364963503,assvm/1,2,0.3418803418803419,perfectio,2,0.3448275862068966,loqvor,2,0.3738317757009346,aspicio,2,0.37243947858473,ambo/2,2,0.273972602739726,permaneo,2,0.3144654088050315,cogitatio,2,0.3424657534246575,postvlo,2,0.3502626970227671,tantvs,2,0.34305317324185247,transfero,2,0.315955766192733,socio,2,0.31695721077654515,morior,2,0.3284072249589491,timor,2,0.33444816053511706,saecvlvm,2,0.29895366218236175,saecvlaris,2,0.33783783783783783,cogitatio,2,0.3401360544217687,profero,2,0.3508771929824561,prex,2,0.33783783783783783,regina,2,0.2886002886002886
silva,2,0.36496350364963503,praedico/3,2,0.3418803418803419,perdo,2,0.3448275862068966,constrvo,2,0.3738317757009346,dominvs,2,0.37243947858473,do,2,0.273972602739726,advenio,2,0.3144654088050315,gavdeo,2,0.3424657534246575,miles,2,0.3502626970227671,fvtvrvs,2,0.34305317324185247,sermo,2,0.315955766192733,defvngor,2,0.31695721077654515,qvasi/1,2,0.3284072249589491,disciplina,2,0.33444816053511706,seqvor,2,0.29895366218236175,mors,2,0.33783783783783783,revoco,2,0.3401360544217687,mors,2,0.3508771929824561,addvco,2,0.33783783783783783,primo,2,0.2886002886002886
honorificvs,2,0.36496350364963503,novvs,2,0.3418803418803419,fvngor,2,0.3448275862068966,hostis,2,0.3738317757009346,ferme,2,0.37243947858473,propter/2,2,0.273972602739726,plaga/2,2,0.3144654088050315,volvntas,2,0.3424657534246575,sciscitor,2,0.3502626970227671,vocabvlvm,2,0.34305317324185247,parvvs/2,2,0.315955766192733,transfero,2,0.31695721077654515,gradvs,2,0.3284072249589491,devenio,2,0.33444816053511706,semper,2,0.29895366218236175,amor,2,0.33783783783783783,cresco,2,0.3401360544217687,nihil,2,0.3508771929824561,ivstvs,2,0.33783783783783783,gloria,2,0.2886002886002886
exvo,2,0.36496350364963503,assensvs,2,0.3418803418803419,semper,2,0.3448275862068966,timeo,2,0.3738317757009346,regivs,2,0.37243947858473,consvetvdo,2,0.273972602739726,nimirvm,2,0.3144654088050315,tempestas,2,0.3424657534246575,monachvs,2,0.3502626970227671,crvx,2,0.34305317324185247,devotio,2,0.315955766192733,praefero,2,0.31695721077654515,species,2,0.3284072249589491,corrigo,2,0.33444816053511706,cavsa,2,0.29895366218236175,patefacio,2,0.33783783783783783,immensvs,2,0.3401360544217687,siqvidem,2,0.3508771929824561,flecto,2,0.33783783783783783,perdo,2,0.2886002886002886
disciplina,2,0.36496350364963503,oratio,2,0.3418803418803419,ratio,2,0.3448275862068966,sacer,2,0.3738317757009346,gloria,2,0.37243947858473,maneo,2,0.273972602739726,svmmvs,2,0.3144654088050315,ascendo,2,0.3424657534246575,femina,2,0.3502626970227671,mos,2,0.34305317324185247,mors,2,0.315955766192733,devotio,2,0.31695721077654515,defvngor,2,0.3284072249589491,cesso,2,0.33444816053511706,amor,2,0.29895366218236175,exspecto,2,0.33783783783783783,ordo,2,0.3401360544217687,loqvor,2,0.3508771929824561,gladivs,2,0.33783783783783783,propono,2,0.2886002886002886
pavlatim,2,0.36496350364963503,animvs,2,0.3418803418803419,ivvo,2,0.3448275862068966,exhortatio,2,0.3738317757009346,lectio,2,0.37243947858473,christianvs/2,2,0.273972602739726,scientia,2,0.3144654088050315,eqvito,2,0.3424657534246575,spero,2,0.3502626970227671,baptizo,2,0.34305317324185247,homo,2,0.315955766192733,gravis,2,0.31695721077654515,praemivm,2,0.3284072249589491,abbatissa,2,0.33444816053511706,etenim,2,0.29895366218236175,teneo,2,0.33783783783783783,devenio,2,0.3401360544217687,ocvlvs,2,0.3508771929824561,sentio,2,0.33783783783783783,vrbs,2,0.2886002886002886
exigo,2,0.36496350364963503,debeo,2,0.3418803418803419,etenim,2,0.3448275862068966,tandem,2,0.3738317757009346,anima,2,0.37243947858473,vocabvlvm,2,0.273972602739726,facio,2,0.3144654088050315,praeparo/2,2,0.3424657534246575,amnis,2,0.3502626970227671,debeo,2,0.34305317324185247,conversatio,2,0.315955766192733,fvngor,2,0.31695721077654515,gravis,2,0.3284072249589491,passio,2,0.33444816053511706,lvx,2,0.29895366218236175,maior,2,0.33783783783783783,pavlatim,2,0.3401360544217687,vestimentvm,2,0.3508771929824561,revoco,2,0.33783783783783783,semper,2,0.2886002886002886
ianva,2,0.36496350364963503,postqvam,2,0.3418803418803419,intvs/2,2,0.3448275862068966,necessitas,2,0.3738317757009346,pavper,2,0.37243947858473,virtvs,2,0.273972602739726,accipio,2,0.3144654088050315,aedifico,2,0.3424657534246575,qvaero,2,0.3502626970227671,dominicvs,2,0.34305317324185247,seqvor,2,0.315955766192733,ordino,2,0.31695721077654515,conversatio,2,0.3284072249589491,historia,1,0.16722408026755853,loqvor,2,0.29895366218236175,concedo/1,2,0.33783783783783783,incorrvptvs,2,0.3401360544217687,nescio,2,0.3508771929824561,qvod/1,2,0.33783783783783783,sacramentvm,2,0.2886002886002886
plenvs,1,0.18248175182481752,largior,2,0.3418803418803419,creber,2,0.3448275862068966,narro,2,0.3738317757009346,mater,2,0.37243947858473,hvc,2,0.273972602739726,magnvs,2,0.3144654088050315,presbyterivm,2,0.3424657534246575,diligo/3,2,0.3502626970227671,gero,2,0.34305317324185247,creber,2,0.315955766192733,vrbs,2,0.31695721077654515,amor,2,0.3284072249589491,gens,1,0.16722408026755853,ingenivm,2,0.29895366218236175,abeo/1,2,0.33783783783783783,torqveo,2,0.3401360544217687,desiderivm,2,0.3508771929824561,circvmdo,2,0.33783783783783783,svpra/2,2,0.2886002886002886
stvdivm,1,0.18248175182481752,intelligo,2,0.3418803418803419,pavper,2,0.3448275862068966,cedo/1,2,0.3738317757009346,incedo/1,2,0.37243947858473,cvnctvs,2,0.273972602739726,ergo/2,2,0.3144654088050315,sanitas,2,0.3424657534246575,ianva,2,0.3502626970227671,dvco,2,0.34305317324185247,continvvs,2,0.315955766192733,semper,2,0.31695721077654515,ostendo,2,0.3284072249589491,nvper,1,0.16722408026755853,opera,2,0.29895366218236175,salvto,2,0.33783783783783783,malignvs,2,0.3401360544217687,maior,2,0.3508771929824561,oswald/n1,2,0.33783783783783783,continvvs,2,0.2886002886002886
cvra,1,0.18248175182481752,tot,2,0.3418803418803419,verax,2,0.3448275862068966,trado,2,0.3738317757009346,nvper,1,0.186219739292365,oro,2,0.273972602739726,ambo/2,2,0.3144654088050315,incedo/1,2,0.3424657534246575,plenvs,1,0.17513134851138354,intentio,2,0.34305317324185247,pecvnia,2,0.315955766192733,intelligo,2,0.31695721077654515,exspecto,2,0.3284072249589491,probo,1,0.16722408026755853,libero,2,0.29895366218236175,actio,2,0.33783783783783783,insisto,2,0.3401360544217687,interrogo,2,0.3508771929824561,figo,2,0.33783783783783783,os/1,2,0.2886002886002886
refero,1,0.18248175182481752,creber,2,0.3418803418803419,reddo,2,0.3448275862068966,abeo/1,2,0.3738317757009346,probo,1,0.186219739292365,possessio,2,0.273972602739726,do,2,0.3144654088050315,diligo/3,2,0.3424657534246575,sanctvs,1,0.17513134851138354,siqvidem,2,0.34305317324185247,benedictio,2,0.315955766192733,sacramentvm,2,0.31695721077654515,neqvaqvam,2,0.3284072249589491,meditor,1,0.16722408026755853,pax,2,0.29895366218236175,gavdeo,2,0.33783783783783783,splendor,2,0.3401360544217687,facies,2,0.3508771929824561,indicivm,2,0.33783783783783783,idvs,2,0.2886002886002886
devs,1,0.18248175182481752,pecvnia,2,0.3418803418803419,benedictio,2,0.3448275862068966,actio,2,0.3738317757009346,avdio,1,0.186219739292365,praefero,2,0.273972602739726,rarvs,2,0.3144654088050315,cesso,2,0.3424657534246575,bonvs,1,0.17513134851138354,laboro,2,0.34305317324185247,ivdicivm,2,0.315955766192733,interrogo,2,0.31695721077654515,kalendae,2,0.3284072249589491,verbvm,1,0.16722408026755853,damnatio,2,0.29895366218236175,similis,2,0.33783783783783783,pvto,2,0.3401360544217687,minister/1,2,0.3508771929824561,sanvs,2,0.33783783783783783,placeo,2,0.2886002886002886
salvs,1,0.18248175182481752,libero,2,0.3418803418803419,cerno,2,0.3448275862068966,annvo,2,0.3738317757009346,verbvm,1,0.186219739292365,mvto/2,2,0.273972602739726,tantvs,2,0.3144654088050315,malignvs,2,0.3424657534246575,refero,1,0.17513134851138354,lvx,2,0.34305317324185247,offero,2,0.315955766192733,error,2,0.31695721077654515,praecedo/1,2,0.3284072249589491,sedvlvs,1,0.16722408026755853,membrvm,2,0.29895366218236175,qvod/1,2,0.33783783783783783,gens,1,0.17006802721088435,sciscitor,2,0.3508771929824561,nvper,1,0.16891891891891891,postvlo,2,0.2886002886002886
cvro,1,0.18248175182481752,pietas,2,0.3418803418803419,eripio,2,0.3448275862068966,praecedo/1,2,0.3738317757009346,cvra,1,0.186219739292365,semper,2,0.273972602739726,vocabvlvm,2,0.3144654088050315,rex,1,0.17123287671232876,pivs,1,0.17513134851138354,qvatvor,2,0.34305317324185247,div,2,0.315955766192733,placeo,2,0.31695721077654515,molestia,2,0.3284072249589491,noster,1,0.16722408026755853,vestis,2,0.29895366218236175,ocior,2,0.33783783783783783,ecclesiasticvs,1,0.17006802721088435,amplvs,2,0.3508771929824561,prior,1,0.16891891891891891,miles,2,0.2886002886002886
revereor,1,0.18248175182481752,eripio,2,0.3418803418803419,lavs,2,0.3448275862068966,sanitas,2,0.3738317757009346,devs,1,0.186219739292365,sacramentvm,2,0.273972602739726,mos,2,0.3144654088050315,angli/n,1,0.17123287671232876,qvoqve,1,0.17513134851138354,pecvnia,2,0.34305317324185247,kalendae,2,0.315955766192733,postvlo,2,0.31695721077654515,appono,2,0.3284072249589491,devs,1,0.16722408026755853,interrogo,2,0.29895366218236175,timor,2,0.33783783783783783,nvper,1,0.17006802721088435,circvmdo,2,0.3508771929824561,solvs,1,0.16891891891891891,virgo,2,0.2886002886002886
venerabilis,1,0.18248175182481752,ecce,2,0.3418803418803419,barbarvs/2,2,0.3448275862068966,depono,2,0.3738317757009346,accendo,1,0.186219739292365,incoho,2,0.273972602739726,barbarvs/2,2,0.3144654088050315,meditor,1,0.17123287671232876,simvl/1,1,0.17513134851138354,cor,2,0.34305317324185247,timor,2,0.315955766192733,svccedo/1,2,0.31695721077654515,exigo,2,0.3284072249589491,accendo,1,0.16722408026755853,facies,2,0.29895366218236175,cvlmen,2,0.33783783783783783,vervs,1,0.17006802721088435,appono,2,0.3508771929824561,avdio,1,0.16891891891891891,virvs,2,0.2886002886002886
provincia,1,0.18248175182481752,interrogo,2,0.3418803418803419,moveo,2,0.3448275862068966,disciplina,2,0.3738317757009346,vigilo,1,0.186219739292365,resvrrectio,2,0.273972602739726,alter,2,0.3144654088050315,avditor,1,0.17123287671232876,avctoritas,1,0.17513134851138354,pietas,2,0.34305317324185247,mentio/1,2,0.315955766192733,qvaero,2,0.31695721077654515,torqveo,2,0.3284072249589491,rego,1,0.16722408026755853,svbeo/1,2,0.29895366218236175,abbatissa,2,0.33783783783783783,religiosvs,1,0.17006802721088435,abbatissa,2,0.3508771929824561,verbvm,1,0.16891891891891891,introdvco,2,0.2886002886002886
ibi,1,0.18248175182481752,tandem,2,0.3418803418803419,praedicatio,2,0.3448275862068966,cvlmen,2,0.3738317757009346,rego,1,0.186219739292365,exorior,2,0.273972602739726,teneo,2,0.3144654088050315,devs,1,0.17123287671232876,beatvs,1,0.17513134851138354,pertineo,2,0.34305317324185247,sano,2,0.315955766192733,ablvo,2,0.31695721077654515,cvpio,2,0.3284072249589491,disco,1,0.16722408026755853,tempestas,2,0.29895366218236175,probo,1,0.16891891891891891,accendo,1,0.17006802721088435,corripio,2,0.3508771929824561,sedvlvs,1,0.16891891891891891,praeparo/2,2,0.2886002886002886
alivs,1,0.18248175182481752,necessitas,2,0.3418803418803419,svscipio,2,0.3448275862068966,morbvs,2,0.3738317757009346,divinvs/2,1,0.186219739292365,manifestvs,2,0.273972602739726,exercitvs/1,2,0.3144654088050315,dignvs,1,0.17123287671232876,venerabilis,1,0.17513134851138354,pvgno,2,0.34305317324185247,removeo,2,0.315955766192733,devenio,2,0.31695721077654515,lvmen,2,0.3284072249589491,beatvs,1,0.16722408026755853,paries,2,0.29895366218236175,vir,1,0.16891891891891891,simvl/1,1,0.17006802721088435,rex,1,0.17543859649122806,vervs,1,0.16891891891891891,aedifico,2,0.2886002886002886
reverto,1,0.18248175182481752,manvs/1,2,0.3418803418803419,sacer,2,0.3448275862068966,visito,2,0.3738317757009346,dvbito,1,0.186219739292365,edoceo,2,0.273972602739726,monachvs,2,0.3144654088050315,accendo,1,0.17123287671232876,video,1,0.17513134851138354,signvm,2,0.34305317324185247,necesse,2,0.315955766192733,lego/2,1,0.15847860538827258,probo,1,0.16420361247947454,memoria,1,0.16722408026755853,morbvs,2,0.29895366218236175,avditor,1,0.16891891891891891,salvs,1,0.17006802721088435,desidero,1,0.17543859649122806,noster,1,0.16891891891891891,vicvs,2,0.2886002886002886
vsqve,1,0.18248175182481752,fortis,2,0.3418803418803419,interrogo,2,0.3448275862068966,ingravesco,2,0.3738317757009346,svbtraho,1,0.186219739292365,lavs,2,0.273972602739726,perimo,2,0.3144654088050315,vigilo,1,0.17123287671232876,roma/n,1,0.17513134851138354,pax,2,0.34305317324185247,rex,1,0.1579778830963665,sedvlvs,1,0.15847860538827258,plenvs,1,0.16420361247947454,traditio,1,0.16722408026755853,vicinia,2,0.29895366218236175,simvl/1,1,0.16891891891891891,cvro,1,0.17006802721088435,lego/2,1,0.17543859649122806,pivs,1,0.16891891891891891,clades,2,0.2886002886002886
pars,1,0.18248175182481752,svvm,2,0.3418803418803419,div,2,0.3448275862068966,sceptrvm,2,0.3738317757009346,abba,1,0.186219739292365,moveo,2,0.273972602739726,historia,1,0.15723270440251574,simvl/1,1,0.17123287671232876,venio,1,0.17513134851138354,idvs,2,0.34305317324185247,scriptvra,1,0.1579778830963665,vervs,1,0.15847860538827258,avdio,1,0.16420361247947454,pontifex,1,0.16722408026755853,presbyter,1,0.14947683109118087,divinvs/2,1,0.16891891891891891,omnis,1,0.17006802721088435,noster,1,0.17543859649122806,abba,1,0.16891891891891891,gloriosvs,1,0.1443001443001443
episcopvs,1,0.18248175182481752,salvto,2,0.3418803418803419,postvlo,2,0.3448275862068966,ideo,2,0.3738317757009346,archiepiscopvs,1,0.186219739292365,timeo,2,0.273972602739726,verbvm,1,0.15723270440251574,scribo,1,0.17123287671232876,nonnvllvs,1,0.17513134851138354,offero,2,0.34305317324185247,sedvlvs,1,0.1579778830963665,refero,1,0.15847860538827258,sedvlvs,1,0.16420361247947454,pater,1,0.16722408026755853,angli/n,1,0.14947683109118087,cetervs,1,0.16891891891891891,regio,1,0.17006802721088435,bonvs,1,0.17543859649122806,memoria,1,0.16891891891891891,presbyter,1,0.1443001443001443
ministerivm,1,0.18248175182481752,qviesco,2,0.3418803418803419,virvs,2,0.3448275862068966,eximivs,2,0.3738317757009346,venerabilis,1,0.186219739292365,dispono,2,0.273972602739726,maxime,1,0.15723270440251574,svbtraho,1,0.17123287671232876,pontifex,1,0.17513134851138354,prex,2,0.34305317324185247,refero,1,0.1579778830963665,memoro,1,0.15847860538827258,nosco,1,0.16420361247947454,itaqve,1,0.16722408026755853,prior,1,0.14947683109118087,occasio,1,0.16891891891891891,videlicet,1,0.17006802721088435,refero,1,0.17543859649122806,venerabilis,1,0.16891891891891891,scriptvra,1,0.1443001443001443
erga,1,0.18248175182481752,aestimo,2,0.3418803418803419,rex,1,0.1724137931034483,presbyter,1,0.1869158878504673,regio,1,0.186219739292365,teneo,2,0.273972602739726,vir,1,0.15723270440251574,cvro,1,0.17123287671232876,invenio,1,0.17513134851138354,manvs/1,2,0.34305317324185247,religiosvs,1,0.1579778830963665,cantvari/n,1,0.15847860538827258,noster,1,0.16420361247947454,fides/2,1,0.16722408026755853,probo,1,0.14947683109118087,doceo,1,0.16891891891891891,pater,1,0.17006802721088435,dignvs,1,0.17543859649122806,institvo,1,0.16891891891891891,verbvm,1,0.1443001443001443
ago,1,0.18248175182481752,beneficivm,2,0.3418803418803419,ecclesiasticvs,1,0.1724137931034483,historia,1,0.1869158878504673,papa,1,0.186219739292365,sentio,2,0.273972602739726,cvra,1,0.15723270440251574,abba,1,0.17123287671232876,exinde,1,0.17513134851138354,portio,2,0.34305317324185247,pivs,1,0.1579778830963665,venerabilis,1,0.15847860538827258,cognosco,1,0.16420361247947454,percipio,1,0.16722408026755853,sedvlvs,1,0.14947683109118087,memoria,1,0.16891891891891891,affero,1,0.17006802721088435,simvl/1,1,0.17543859649122806,papa,1,0.16891891891891891,noster,1,0.1443001443001443
reperio,1,0.18248175182481752,qvod/1,2,0.3418803418803419,nvper,1,0.1724137931034483,gens,1,0.1869158878504673,ibi,1,0.186219739292365,virgo,2,0.273972602739726,bonvs,1,0.15723270440251574,institvo,1,0.17123287671232876,praesens,1,0.17513134851138354,nvmqvam,2,0.34305317324185247,cognosco,1,0.1579778830963665,vox,1,0.15847860538827258,qvoqve,1,0.16420361247947454,svccessor,1,0.16722408026755853,vervs,1,0.14947683109118087,diligens,1,0.16891891891891891,hinc,1,0.17006802721088435,dvbito,1,0.17543859649122806,vox,1,0.16891891891891891,devs,1,0.1443001443001443
pono,1,0.18248175182481752,sacro,2,0.3418803418803419,probo,1,0.1724137931034483,nvper,1,0.1869158878504673,praesvm/1,1,0.186219739292365,svccedo/1,2,0.273972602739726,devs,1,0.15723270440251574,regio,1,0.17123287671232876,opvs/1,1,0.17513134851138354,eqvito,2,0.34305317324185247,simvl/1,1,0.1579778830963665,invenio,1,0.15847860538827258,exsisto,1,0.16420361247947454,avstralis,1,0.16722408026755853,pivs,1,0.14947683109118087,videlicet,1,0.16891891891891891,sacerdos,1,0.17006802721088435,doceo,1,0.17543859649122806,videlicet,1,0.16891891891891891,dignvs,1,0.1443001443001443
mevs,1,0.18248175182481752,stvdivm,1,0.17094017094017094,nvnc,1,0.1724137931034483,desidero,1,0.1869158878504673,praefor,1,0.186219739292365,templvm,2,0.273972602739726,divinvs/2,1,0.15723270440251574,vox,1,0.17123287671232876,insvla,1,0.17513134851138354,ordo,2,0.34305317324185247,dvbito,1,0.1579778830963665,svccessor,1,0.15847860538827258,memoria,1,0.16420361247947454,ministerivm,1,0.16722408026755853,vigilo,1,0.14947683109118087,reverto,1,0.16891891891891891,frater,1,0.17006802721088435,theodore/n1,1,0.17543859649122806,pontifex,1,0.16891891891891891,occasio,1,0.1443001443001443
intercessio,1,0.18248175182481752,verbvm,1,0.17094017094017094,tvvs,1,0.1724137931034483,verbvm,1,0.1869158878504673,affero,1,0.186219739292365,paries,2,0.273972602739726,cetervs,1,0.15723270440251574,roma/n,1,0.17123287671232876,ministerivm,1,0.17513134851138354,prior,1,0.17152658662092624,abba,1,0.1579778830963665,perfero,1,0.15847860538827258,ervdio,1,0.16420361247947454,mercii/n,1,0.16722408026755853,memoro,1,0.14947683109118087,consilivm,1,0.16891891891891891,antistes,1,0.17006802721088435,provincia,1,0.17543859649122806,reverto,1,0.16891891891891891,exsisto,1,0.1443001443001443
britannia/n,1,0.18248175182481752,noster,1,0.17094017094017094,avdio,1,0.1724137931034483,cognosco,1,0.1869158878504673,itaqve,1,0.186219739292365,diligo/3,2,0.273972602739726,svbtraho,1,0.15723270440251574,ibi,1,0.17123287671232876,olim,1,0.17513134851138354,avdio,1,0.17152658662092624,archiepiscopvs,1,0.1579778830963665,opvs/1,1,0.15847860538827258,provincia,1,0.16420361247947454,pervenio,1,0.16722408026755853,rego,1,0.14947683109118087,pars,1,0.16891891891891891,ago,1,0.17006802721088435,regio,1,0.17543859649122806,praefor,1,0.16891891891891891,cantvari/n,1,0.1443001443001443
nomen,1,0.18248175182481752,avditor,1,0.17094017094017094,nosco,1,0.1724137931034483,salvs,1,0.1869158878504673,hinc,1,0.186219739292365,observatio,2,0.273972602739726,beatvs,1,0.15723270440251574,svpersvm/1,1,0.17123287671232876,frater,1,0.17513134851138354,verbvm,1,0.17152658662092624,postea,1,0.1579778830963665,svpersvm/1,1,0.15847860538827258,regio,1,0.16420361247947454,lindissi/n,1,0.16722408026755853,svbtraho,1,0.14947683109118087,ministerivm,1,0.16891891891891891,innvmervs,1,0.17006802721088435,papa,1,0.17543859649122806,itaqve,1,0.16891891891891891,diligens,1,0.1443001443001443
